x,y,z,type,bodyId_post
30255,23530,47592,post,
29553,23410,47499,post,
29451,23267,47520,post,
27090,23157,47392,post,
27026,23757,48176,post,
28623,23849,47995,post,
28645,23932,47963,post,
28164,23818,47940,post,
29362,23255,46778,post,
26954,23797,48126,post,
26980,23576,47971,post,
27174,23775,47703,post,
27025,23779,47733,post,
26807,21748,46849,post,
30053,23668,47064,post,
26946,23513,47874,post,
29442,23273,46298,post,
28686,23970,47855,post,
29633,23945,46923,post,
27128,23859,47751,post,
27039,23855,47657,post,
29570,23939,47223,post,
30334,23590,47557,post,
25838,22854,45604,post,
27943,22703,47094,post,
30069,23628,47148,post,
29442,23128,45617,post,
26802,21769,46853,post,
27469,23892,46466,post,
31157,24544,44508,post,
25263,20754,45644,post,
30014,23283,46560,post,
28372,21421,43262,post,
28287,21433,43164,post,
31058,24489,44551,post,
29147,22747,43705,post,
27227,24952,47501,post,
31835,27778,47234,post,
24427,22169,45872,post,
24298,22111,45854,post,
24977,22253,45681,post,
25646,21720,45779,post,
26486,21604,45302,post,
25379,24031,47425,post,
24672,23375,45338,post,
27072,19450,43978,post,
30178,23442,47826,post,
30165,23432,47791,post,
30169,23408,47797,post,
30183,23434,47657,post,
30149,23381,47645,post,
30172,23473,47522,post,
30161,23450,47513,post,
31302,27249,47077,post,
31302,27219,47044,post,
30083,25838,47306,post,
30067,25833,47351,post,
30065,25816,47301,post,
31254,27182,47134,post,
29685,22788,46281,post,
30128,25844,47469,post,
30143,25894,47402,post,
30002,23451,45913,post,
30230,23537,45793,post,
32796,26720,45247,post,
32797,26708,45232,post,
32881,27246,46428,post,
32558,26173,45191,post,
32566,26172,45157,post,
32938,27223,46283,post,
30614,23725,44525,post,
30608,23717,44516,post,
30544,23475,44492,post,
30563,23401,44436,post,
29694,22773,46423,post,
30502,23305,44277,post,
30600,22917,44063,post,
30601,22928,44061,post,
30637,22857,44022,post,
30636,22858,44022,post,
33143,26869,45512,post,
30706,22868,43924,post,
30701,22878,43926,post,
33153,26854,45528,post,
33125,26845,45492,post,
26208,19192,44422,post,
26152,19102,44455,post,
30555,23455,44732,post,
30568,23711,44612,post,
30572,23635,44609,post,
30612,23569,44665,post,
30595,23597,44635,post,
22181,22830,47570,post,
23431,25049,49563,post,
27367,23695,46618,post,
30799,24629,47052,post,
30870,24649,46997,post,
30824,24623,47045,post,
30874,24658,46975,post,
30231,24591,46921,post,
30207,24422,47034,post,
29955,24510,46884,post,
23803,22445,46768,post,
28509,24307,46950,post,
23872,22402,46682,post,
28403,24261,46896,post,
21537,23417,48033,post,
29463,24679,47133,post,
29735,26224,47392,post,
28432,25462,47561,post,
28417,25510,47616,post,
28326,25569,47532,post,
28481,25452,47475,post,
23716,22543,46869,post,
23625,22544,47017,post,
26247,20873,45616,post,
24910,21208,44720,post,
26729,23249,46462,post,
26681,23282,46402,post,
28140,24032,46669,post,
28128,23941,46698,post,
26960,23284,46518,post,
