mn_type,mn_id,thorax,side,nerve_base,segment_hint,group,Target,joint,dof,action,gain,bias,sign,actuator_name,instance,type,systematicType,name,cellType,class,actuator_hint_note,actuator_name_autofill_score,muscle_group
MNad08_AbN4_R,13242,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad08_AbN4_R,MNad08,MNad08,,,motor neuron,no Target,4,extensor
MNad08_AbN4_R,13899,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad08_AbN4_R,MNad08,MNad08,,,motor neuron,no Target,4,extensor
MNad08_AbN4_R,159031,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad08_AbN4_R,MNad08,MNad08,,,motor neuron,no Target,4,extensor
MNad10_AbN3_R,14123,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad10_AbN3_R,MNad10,MNad10,,,motor neuron,no Target,4,extensor
MNad10_AbN4_R,14469,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad10_AbN4_R,MNad10,MNad10,,,motor neuron,no Target,4,extensor
MNad11_AbN3_R,13579,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad11_AbN3_R,MNad11,MNad11,,,motor neuron,no Target,4,extensor
MNad11_AbN4_R,13878,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad11_AbN4_R,MNad11,MNad11,,,motor neuron,no Target,4,extensor
MNad11_AbN4_R,14008,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad11_AbN4_R,MNad11,MNad11,,,motor neuron,no Target,4,extensor
MNad11_AbN4_R,19486,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad11_AbN4_R,MNad11,MNad11,,,motor neuron,no Target,4,extensor
MNad12_AbNT_R,13183,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad12_AbNT_R,MNad12,MNad12,,,motor neuron,no Target,4,extensor
MNad12_AbNT_R,14787,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad12_AbNT_R,MNad12,MNad12,,,motor neuron,no Target,4,extensor
MNad13_AbN2_R,11830,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad13_AbN2_R,MNad13,MNad13,,,motor neuron,no Target,4,extensor
MNad13_AbN3_R,13297,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad13_AbN3_R,MNad13,MNad13,,,motor neuron,no Target,4,extensor
MNad13_AbN4_R,14853,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad13_AbN4_R,MNad13,MNad13,,,motor neuron,no Target,4,extensor
MNad13_AbN4_R,15182,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad13_AbN4_R,MNad13,MNad13,,,motor neuron,no Target,4,extensor
MNad13_AbN4_R,16375,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad13_AbN4_R,MNad13,MNad13,,,motor neuron,no Target,4,extensor
MNad13_AbN4_R,17576,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad13_AbN4_R,MNad13,MNad13,,,motor neuron,no Target,4,extensor
MNad14_AbN3_R,15534,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad14_AbN3_R,MNad14,MNad14,,,motor neuron,no Target,4,extensor
MNad14_AbN4_R,13486,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad14_AbN4_R,MNad14,MNad14,,,motor neuron,no Target,4,extensor
MNad14_AbN4_R,16367,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad14_AbN4_R,MNad14,MNad14,,,motor neuron,no Target,4,extensor
MNad14_AbN4_R,16431,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad14_AbN4_R,MNad14,MNad14,,,motor neuron,no Target,4,extensor
MNad15_AbN4_R,12509,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad15_AbN4_R,MNad15,MNad15,,,motor neuron,no Target,4,extensor
MNad15_AbN4_R,13105,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad15_AbN4_R,MNad15,MNad15,,,motor neuron,no Target,4,extensor
MNad16_AbN3_R,33009,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad16_AbN3_R,MNad16,MNad16,,,motor neuron,no Target,4,extensor
MNad16_AbN4_R,21057,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad16_AbN4_R,MNad16,MNad16,,,motor neuron,no Target,4,extensor
MNad16_AbN4_R,27105,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad16_AbN4_R,MNad16,MNad16,,,motor neuron,no Target,4,extensor
MNad16_AbNT_R,12389,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad16_AbNT_R,MNad16,MNad16,,,motor neuron,no Target,4,extensor
MNad17_AbNT_R,11847,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad17_AbNT_R,MNad17,MNad17,,,motor neuron,no Target,4,extensor
MNad17_AbNT_R,12468,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad17_AbNT_R,MNad17,MNad17,,,motor neuron,no Target,4,extensor
MNad17_AbNT_R,13415,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad17_AbNT_R,MNad17,MNad17,,,motor neuron,no Target,4,extensor
MNad18_AbN2_R,11585,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad18_AbN2_R,MNad18,MNad18,,,motor neuron,no Target,4,extensor
MNad18_AbN3_R,12841,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad18_AbN3_R,MNad18,MNad18,,,motor neuron,no Target,4,extensor
MNad19_AbN4_R,11283,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad19_AbN4_R,MNad19,MNad19,,,motor neuron,no Target,4,extensor
MNad19_AbN4_R,11897,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad19_AbN4_R,MNad19,MNad19,,,motor neuron,no Target,4,extensor
MNad19_AbN4_R,12638,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad19_AbN4_R,MNad19,MNad19,,,motor neuron,no Target,4,extensor
MNad20_AbNT_R,13356,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad20_AbNT_R,MNad20,MNad20,,,motor neuron,no Target,4,extensor
MNad20_AbNT_R,163733,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad20_AbNT_R,MNad20,MNad20,,,motor neuron,no Target,4,extensor
MNad21_AbN2_R,10473,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad21_AbN2_R,MNad21,MNad21,,,motor neuron,no Target,4,extensor
MNad21_AbN3_R,10616,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad21_AbN3_R,MNad21,MNad21,,,motor neuron,no Target,4,extensor
MNad22_AbNT_R,10383,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad22_AbNT_R,MNad22,MNad22,,,motor neuron,no Target,4,extensor
MNad23_AbNT_R,10359,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad23_AbNT_R,MNad23,MNad23,,,motor neuron,no Target,4,extensor
MNad24_AbN2_R,15481,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad24_AbN2_R,MNad24,MNad24,,,motor neuron,no Target,4,extensor
MNad25_AbN2_R,14370,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad25_AbN2_R,MNad25,MNad25,,,motor neuron,no Target,4,extensor
MNad26_AbN1_R,13298,,right,AbN1,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad26_AbN1_R,MNad26,MNad26,,,motor neuron,no Target,4,extensor
MNad27_AbN3_R,12314,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad27_AbN3_R,MNad27,MNad27,,,motor neuron,no Target,4,extensor
MNad28_AbN1_R,17160,,right,AbN1,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad28_AbN1_R,MNad28,MNad28,,,motor neuron,no Target,4,extensor
MNad29_AbN1_R,17688,,right,AbN1,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad29_AbN1_R,MNad29,MNad29,,,motor neuron,no Target,4,extensor
MNad30_AbN2_R,20446,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad30_AbN2_R,MNad30,MNad30,,,motor neuron,no Target,4,extensor
MNad31_AbN2_R,15215,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad31_AbN2_R,MNad31,MNad31,,,motor neuron,no Target,4,extensor
MNad32_AbN2_R,17500,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad32_AbN2_R,MNad32,MNad32,,,motor neuron,no Target,4,extensor
MNad33_AbN2_R,14341,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad33_AbN2_R,MNad33,MNad33,,,motor neuron,no Target,4,extensor
MNad34_AbN2_R,14095,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad34_AbN2_R,MNad34,MNad34,,,motor neuron,no Target,4,extensor
MNad35_AbN2_R,12529,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad35_AbN2_R,MNad35,MNad35,,,motor neuron,no Target,4,extensor
MNad36_AbN2_R,12225,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad36_AbN2_R,MNad36,MNad36,,,motor neuron,no Target,4,extensor
MNad39_AbN3_R,21264,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad39_AbN3_R,MNad39,MNad39,,,motor neuron,no Target,4,extensor
MNad40_AbN2_R,14613,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad40_AbN2_R,MNad40,MNad40,,,motor neuron,no Target,4,extensor
MNad41_AbN2_R,10840,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad41_AbN2_R,MNad41,MNad41,,,motor neuron,no Target,4,extensor
MNad42_AbN2_R,10782,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad42_AbN2_R,MNad42,MNad42,,,motor neuron,no Target,4,extensor
MNad43_AbN3_R,18376,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad43_AbN3_R,MNad43,MNad43,,,motor neuron,no Target,4,extensor
MNad44_AbN3_R,16949,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad44_AbN3_R,MNad44,MNad44,,,motor neuron,no Target,4,extensor
MNad45_AbN2_R,16750,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad45_AbN2_R,MNad45,MNad45,,,motor neuron,no Target,4,extensor
MNad46_AbN2_R,17583,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad46_AbN2_R,MNad46,MNad46,,,motor neuron,no Target,4,extensor
MNad47_AbN2_R,17100,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad47_AbN2_R,MNad47,MNad47,,,motor neuron,no Target,4,extensor
MNad48_AbNT_R,17030,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad48_AbNT_R,MNad48,MNad48,,,motor neuron,no Target,4,extensor
MNad49_AbNT_R,14505,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad49_AbNT_R,MNad49,MNad49,,,motor neuron,no Target,4,extensor
MNad51_AbN2_R,14159,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad51_AbN2_R,MNad51,MNad51,,,motor neuron,no Target,4,extensor
MNad52_AbN4_R,13929,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad52_AbN4_R,MNad52,MNad52,,,motor neuron,no Target,4,extensor
MNad53_AbNT_R,13836,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad53_AbNT_R,MNad53,MNad53,,,motor neuron,no Target,4,extensor
MNad53_AbNT_R,14888,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad53_AbNT_R,MNad53,MNad53,,,motor neuron,no Target,4,extensor
MNad54_AbN2_R,13806,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad54_AbN2_R,MNad54,MNad54,,,motor neuron,no Target,4,extensor
MNad54_AbN2_R,14407,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad54_AbN2_R,MNad54,MNad54,,,motor neuron,no Target,4,extensor
MNad55_AbNT_R,13742,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad55_AbNT_R,MNad55,MNad55,,,motor neuron,no Target,4,extensor
MNad56_AbN3_R,13725,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad56_AbN3_R,MNad56,MNad56,,,motor neuron,no Target,4,extensor
MNad57_AbNT_R,13493,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad57_AbNT_R,MNad57,MNad57,,,motor neuron,no Target,4,extensor
MNad58_AbN4_R,25023,,right,AbN4,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad58_AbN4_R,MNad58,MNad58,,,motor neuron,no Target,4,extensor
MNad59_AbN3_R,13526,,right,AbN3,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad59_AbN3_R,MNad59,MNad59,,,motor neuron,no Target,4,extensor
MNad61_AbNT_R,12499,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad61_AbNT_R,MNad61,MNad61,,,motor neuron,no Target,4,extensor
MNad62_AbNT_R,11549,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad62_AbNT_R,MNad62,MNad62,,,motor neuron,no Target,4,extensor
MNad63_AbN2_R,11428,,right,AbN2,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad63_AbN2_R,MNad63,MNad63,,,motor neuron,no Target,4,extensor
MNad64_AbNT_R,11436,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad64_AbNT_R,MNad64,MNad64,,,motor neuron,no Target,4,extensor
MNad65_AbNT_R,10915,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad65_AbNT_R,MNad65,MNad65,,,motor neuron,no Target,4,extensor
MNad66_AbNT_R,10872,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad66_AbNT_R,MNad66,MNad66,,,motor neuron,no Target,4,extensor
MNad67_AbNT_R,10865,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad67_AbNT_R,MNad67,MNad67,,,motor neuron,no Target,4,extensor
MNad68_AbNT_R,10660,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad68_AbNT_R,MNad68,MNad68,,,motor neuron,no Target,4,extensor
MNad69_AbNT_R,10676,,right,AbNT,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNad69_AbNT_R,MNad69,MNad69,,,motor neuron,no Target,4,extensor
MNhl01_AbN1_R,15735,,right,AbN1,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNhl01_AbN1_R,MNhl01,MNhl01,,,motor neuron,no Target,4,extensor
MNhl02_AbN1_R,11274,,right,AbN1,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNhl02_AbN1_R,MNhl02,MNhl02,,,motor neuron,no Target,4,extensor
MNhl62_AbN1_R,17970,,right,AbN1,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNhl62_AbN1_R,MNhl62,MNhl62,,,motor neuron,no Target,4,extensor
MNhm03_AbN1_R,18566,,right,AbN1,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNhm03_AbN1_R,MNhm03,MNhm03,,,motor neuron,no Target,4,extensor
MNhm42_AbN1_R,49582,,right,AbN1,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNhm42_AbN1_R,MNhm42,MNhm42,,,motor neuron,no Target,4,extensor
MNhm43_AbN1_R,24257,,right,AbN1,Ab,abdomen,,,,,1.0,0.0,,abdomen,MNhm43_AbN1_R,MNhm43,MNhm43,,,motor neuron,no Target,4,extensor
MNfl10_ProLN_L,17664,T1,left,ProLN,T1,leg,,,,,1.0,0.0,,coxa_t1_left,MNfl10_ProLN_L,MNfl10,MNfl10,,,motor neuron,no Target,4,extensor
MNhl29_MetaLN_L,102123,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl29_MetaLN_L,MNhl29,MNhl29,,,motor neuron,no Target,4,extensor
MNhl59_MetaLN_L,11809,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl59_MetaLN_L,MNhl59,MNhl59,,,motor neuron,no Target,4,extensor
MNhl60_MetaLN_L,157709,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl60_MetaLN_L,MNhl60,MNhl60,,,motor neuron,no Target,4,extensor
MNhl61_MetaLN_L,27757,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl61_MetaLN_L,MNhl61,MNhl61,,,motor neuron,no Target,4,extensor
MNhl63_MetaLN_L,25599,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl63_MetaLN_L,MNhl63,MNhl63,,,motor neuron,no Target,4,extensor
MNhl64_MetaLN_L,29474,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl64_MetaLN_L,MNhl64,MNhl64,,,motor neuron,no Target,4,extensor
MNhl65_MetaLN_L,19480,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl65_MetaLN_L,MNhl65,MNhl65,,,motor neuron,no Target,4,extensor
MNhl66_MetaLN_L,13095,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl66_MetaLN_L,MNhl66,MNhl66,,,motor neuron,no Target,4,extensor
MNhl68_MetaLN_L,14339,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl68_MetaLN_L,MNhl68,MNhl68,,,motor neuron,no Target,4,extensor
MNhl69_MetaLN_L,100824,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl69_MetaLN_L,MNhl69,MNhl69,,,motor neuron,no Target,4,extensor
MNhl70_MetaLN_L,35407,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl70_MetaLN_L,MNhl70,MNhl70,,,motor neuron,no Target,4,extensor
MNhl71_MetaLN_L,192364,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl71_MetaLN_L,MNhl71,MNhl71,,,motor neuron,no Target,4,extensor
MNhl72_MetaLN_L,37741,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl72_MetaLN_L,MNhl72,MNhl72,,,motor neuron,no Target,4,extensor
MNhl73_MetaLN_L,163009,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl73_MetaLN_L,MNhl73,MNhl73,,,motor neuron,no Target,4,extensor
MNhl74_MetaLN_L,15879,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl74_MetaLN_L,MNhl74,MNhl74,,,motor neuron,no Target,4,extensor
MNhl87_MetaLN_L,17761,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl87_MetaLN_L,MNhl87,MNhl87,,,motor neuron,no Target,4,extensor
MNhl88_MetaLN_L,17905,T3,left,MetaLN,T3,leg,,,,,1.0,0.0,,coxa_t3_left,MNhl88_MetaLN_L,MNhl88,MNhl88,,,motor neuron,no Target,4,extensor
MNml10_MesoLN_L,20378,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml10_MesoLN_L,MNml10,MNml10,,,motor neuron,no Target,4,extensor
MNml29_MesoLN_L,19773,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml29_MesoLN_L,MNml29,MNml29,,,motor neuron,no Target,4,extensor
MNml76_MesoLN_L,162825,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml76_MesoLN_L,MNml76,MNml76,,,motor neuron,no Target,4,extensor
MNml77_MesoLN_L,103416,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml77_MesoLN_L,MNml77,MNml77,,,motor neuron,no Target,4,extensor
MNml78_MesoLN_L,20551,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml78_MesoLN_L,MNml78,MNml78,,,motor neuron,no Target,4,extensor
MNml78_MesoLN_L,30709,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml78_MesoLN_L,MNml78,MNml78,,,motor neuron,no Target,4,extensor
MNml78_MesoLN_L,167919,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml78_MesoLN_L,MNml78,MNml78,,,motor neuron,no Target,4,extensor
MNml79_MesoLN_L,17964,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml79_MesoLN_L,MNml79,MNml79,,,motor neuron,no Target,4,extensor
MNml80_MesoLN_L,17697,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml80_MesoLN_L,MNml80,MNml80,,,motor neuron,no Target,4,extensor
MNml80_MesoLN_L,25956,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml80_MesoLN_L,MNml80,MNml80,,,motor neuron,no Target,4,extensor
MNml81_MesoLN_L,13036,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml81_MesoLN_L,MNml81,MNml81,,,motor neuron,no Target,4,extensor
MNml82_MesoLN_L,101909,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml82_MesoLN_L,MNml82,MNml82,,,motor neuron,no Target,4,extensor
MNml83_MesoLN_L,17036,T2,left,MesoLN,T2,leg,,,,,1.0,0.0,,coxa_t2_left,MNml83_MesoLN_L,MNml83,MNml83,,,motor neuron,no Target,4,extensor
MNfl10_ProLN_R,18483,T1,right,ProLN,T1,leg,,,,,1.0,0.0,,femur_t1_left,MNfl10_ProLN_R,MNfl10,MNfl10,,,motor neuron,no Target,6,extensor
MNhl29_MetaLN_R,14649,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl29_MetaLN_R,MNhl29,MNhl29,,,motor neuron,no Target,6,extensor
MNhl59_MetaLN_R,13543,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl59_MetaLN_R,MNhl59,MNhl59,,,motor neuron,no Target,6,extensor
MNhl60_MetaLN_R,27205,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl60_MetaLN_R,MNhl60,MNhl60,,,motor neuron,no Target,6,extensor
MNhl61_MetaLN_R,19744,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl61_MetaLN_R,MNhl61,MNhl61,,,motor neuron,no Target,6,extensor
MNhl63_MetaLN_R,15550,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl63_MetaLN_R,MNhl63,MNhl63,,,motor neuron,no Target,6,extensor
MNhl64_MetaLN_R,13740,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl64_MetaLN_R,MNhl64,MNhl64,,,motor neuron,no Target,6,extensor
MNhl65_MetaLN_R,13144,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl65_MetaLN_R,MNhl65,MNhl65,,,motor neuron,no Target,6,extensor
MNhl66_MetaLN_R,12800,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl66_MetaLN_R,MNhl66,MNhl66,,,motor neuron,no Target,6,extensor
MNhl67_MetaLN_R,11480,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl67_MetaLN_R,MNhl67,MNhl67,,,motor neuron,no Target,6,extensor
MNhl67_MetaLN_R,12504,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl67_MetaLN_R,MNhl67,MNhl67,,,motor neuron,no Target,6,extensor
MNhl68_MetaLN_R,10968,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl68_MetaLN_R,MNhl68,MNhl68,,,motor neuron,no Target,6,extensor
MNhl68_MetaLN_R,13512,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl68_MetaLN_R,MNhl68,MNhl68,,,motor neuron,no Target,6,extensor
MNhl75_MetaLN_R,14622,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl75_MetaLN_R,MNhl75,MNhl75,,,motor neuron,no Target,6,extensor
MNhl87_MetaLN_R,15857,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl87_MetaLN_R,MNhl87,MNhl87,,,motor neuron,no Target,6,extensor
MNhl88_MetaLN_R,13883,T3,right,MetaLN,T3,leg,,,,,1.0,0.0,,femur_t3_left,MNhl88_MetaLN_R,MNhl88,MNhl88,,,motor neuron,no Target,6,extensor
MNml10_MesoLN_R,29509,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml10_MesoLN_R,MNml10,MNml10,,,motor neuron,no Target,6,extensor
MNml29_MesoLN_R,12196,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml29_MesoLN_R,MNml29,MNml29,,,motor neuron,no Target,6,extensor
MNml76_MesoLN_R,156505,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml76_MesoLN_R,MNml76,MNml76,,,motor neuron,no Target,6,extensor
MNml77_MesoLN_R,200065,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml77_MesoLN_R,MNml77,MNml77,,,motor neuron,no Target,6,extensor
MNml78_MesoLN_R,30781,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml78_MesoLN_R,MNml78,MNml78,,,motor neuron,no Target,6,extensor
MNml78_MesoLN_R,35950,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml78_MesoLN_R,MNml78,MNml78,,,motor neuron,no Target,6,extensor
MNml78_MesoLN_R,39941,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml78_MesoLN_R,MNml78,MNml78,,,motor neuron,no Target,6,extensor
MNml79_MesoLN_R,32253,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml79_MesoLN_R,MNml79,MNml79,,,motor neuron,no Target,6,extensor
MNml80_MesoLN_R,15616,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml80_MesoLN_R,MNml80,MNml80,,,motor neuron,no Target,6,extensor
MNml81_MesoLN_R,14828,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml81_MesoLN_R,MNml81,MNml81,,,motor neuron,no Target,6,extensor
MNml84_MesoLN_R,16497,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml84_MesoLN_R,MNml84,MNml84,,,motor neuron,no Target,6,extensor
