mn_type,mn_id,thorax,side,nerve_base,segment_hint,group,Target,joint,dof,action,gain,bias,sign,actuator_name,instance,type,systematicType,name,cellType,class,actuator_hint_note,actuator_name_autofill_score,muscle_group
MNml85_MesoLN_R,16017,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml85_MesoLN_R,MNml85,MNml85,,,motor neuron,no Target,6,extensor
MNml86_MesoLN_R,162827,T2,right,MesoLN,T2,leg,,,,,1.0,0.0,,femur_t2_left,MNml86_MesoLN_R,MNml86,MNml86,,,motor neuron,no Target,6,extensor
MNxm02_DMetaN_L,13072,T3,left,DMetaN,T3,meta_dorsal,,,,,1.0,0.0,,coxa_t3_left,MNxm02_DMetaN_L,MNxm02,MNxm02,,,motor neuron,no Target,4,extensor
MNxm03_DMetaN_L,16167,T3,left,DMetaN,T3,meta_dorsal,,,,,1.0,0.0,,coxa_t3_left,MNxm03_DMetaN_L,MNxm03,MNxm03,,,motor neuron,no Target,4,extensor
MNxm02_DMetaN_R,12308,T3,right,DMetaN,T3,meta_dorsal,,,,,1.0,0.0,,femur_t3_left,MNxm02_DMetaN_R,MNxm02,MNxm02,,,motor neuron,no Target,6,extensor
MNxm03_DMetaN_R,13478,T3,right,DMetaN,T3,meta_dorsal,,,,,1.0,0.0,,femur_t3_left,MNxm03_DMetaN_R,MNxm03,MNxm03,,,motor neuron,no Target,6,extensor
MNnm03_DProN_L,156960,T1,left,DProN,T1,pro_dorsal,,,,,1.0,0.0,,coxa_t1_left,MNnm03_DProN_L,MNnm03,MNnm03,,,motor neuron,no Target,4,extensor
MNnm07_DProN_L,26924,T1,left,DProN,T1,pro_dorsal,,,,,1.0,0.0,,coxa_t1_left,MNnm07_DProN_L,MNnm07,MNnm07,,,motor neuron,no Target,4,extensor
MNnm08_DProN_L,11059,T1,left,DProN,T1,pro_dorsal,,,,,1.0,0.0,,coxa_t1_left,MNnm08_DProN_L,MNnm08,MNnm08,,,motor neuron,no Target,4,extensor
MNnm09_DProN_L,12603,T1,left,DProN,T1,pro_dorsal,,,,,1.0,0.0,,coxa_t1_left,MNnm09_DProN_L,MNnm09,MNnm09,,,motor neuron,no Target,4,extensor
MNnm10_DProN_L,178721,T1,left,DProN,T1,pro_dorsal,,,,,1.0,0.0,,coxa_t1_left,MNnm10_DProN_L,MNnm10,MNnm10,,,motor neuron,no Target,4,extensor
MNnm11_DProN_L,102542,T1,left,DProN,T1,pro_dorsal,,,,,1.0,0.0,,coxa_t1_left,MNnm11_DProN_L,MNnm11,MNnm11,,,motor neuron,no Target,4,extensor
MNnm12_DProN_L,15923,T1,left,DProN,T1,pro_dorsal,,,,,1.0,0.0,,coxa_t1_left,MNnm12_DProN_L,MNnm12,MNnm12,,,motor neuron,no Target,4,extensor
MNnm13_DProN_L,13974,T1,left,DProN,T1,pro_dorsal,,,,,1.0,0.0,,coxa_t1_left,MNnm13_DProN_L,MNnm13,MNnm13,,,motor neuron,no Target,4,extensor
MNnm14_DProN_L,153756,T1,left,DProN,T1,pro_dorsal,,,,,1.0,0.0,,coxa_t1_left,MNnm14_DProN_L,MNnm14,MNnm14,,,motor neuron,no Target,4,extensor
MNnm03_DProN_R,45594,T1,right,DProN,T1,pro_dorsal,,,,,1.0,0.0,,femur_t1_left,MNnm03_DProN_R,MNnm03,MNnm03,,,motor neuron,no Target,6,extensor
MNnm07_DProN_R,15789,T1,right,DProN,T1,pro_dorsal,,,,,1.0,0.0,,femur_t1_left,MNnm07_DProN_R,MNnm07,MNnm07,,,motor neuron,no Target,6,extensor
MNnm08_DProN_R,11954,T1,right,DProN,T1,pro_dorsal,,,,,1.0,0.0,,femur_t1_left,MNnm08_DProN_R,MNnm08,MNnm08,,,motor neuron,no Target,6,extensor
MNnm09_DProN_R,24149,T1,right,DProN,T1,pro_dorsal,,,,,1.0,0.0,,femur_t1_left,MNnm09_DProN_R,MNnm09,MNnm09,,,motor neuron,no Target,6,extensor
MNnm10_DProN_R,11033,T1,right,DProN,T1,pro_dorsal,,,,,1.0,0.0,,femur_t1_left,MNnm10_DProN_R,MNnm10,MNnm10,,,motor neuron,no Target,6,extensor
MNnm11_DProN_R,23937,T1,right,DProN,T1,pro_dorsal,,,,,1.0,0.0,,femur_t1_left,MNnm11_DProN_R,MNnm11,MNnm11,,,motor neuron,no Target,6,extensor
MNnm12_DProN_R,18717,T1,right,DProN,T1,pro_dorsal,,,,,1.0,0.0,,femur_t1_left,MNnm12_DProN_R,MNnm12,MNnm12,,,motor neuron,no Target,6,extensor
MNnm13_DProN_R,15244,T1,right,DProN,T1,pro_dorsal,,,,,1.0,0.0,,femur_t1_left,MNnm13_DProN_R,MNnm13,MNnm13,,,motor neuron,no Target,6,extensor
MNnm14_DProN_R,15049,T1,right,DProN,T1,pro_dorsal,,,,,1.0,0.0,,femur_t1_left,MNnm14_DProN_R,MNnm14,MNnm14,,,motor neuron,no Target,6,extensor
MNwm34_PDMNp_L,10068,T2,left,PDMN,T2,wing,,,,,1.0,0.0,,coxa_t2_left,MNwm34_PDMNp_L,TTMn,MNwm34,,,motor neuron,no Target,4,extensor
MNxm01_PDMNa_L,12009,T2,left,PDMN,T2,wing,,,,,1.0,0.0,,coxa_t2_left,MNxm01_PDMNa_L,MNxm01,MNxm01,,,motor neuron,no Target,4,extensor
MNwm34_PDMNp_R,10110,T2,right,PDMN,T2,wing,,,,,1.0,0.0,,femur_t2_left,MNwm34_PDMNp_R,TTMn,MNwm34,,,motor neuron,no Target,6,extensor
MNxm01_PDMNa_R,11372,T2,right,PDMN,T2,wing,,,,,1.0,0.0,,femur_t2_left,MNxm01_PDMNa_R,MNxm01,MNxm01,,,motor neuron,no Target,6,extensor
MNwm35_MesoAN_L,11991,T2,left,MesoAN,T2,wing_accessory,,,,,1.0,0.0,,coxa_t2_left,MNwm35_MesoAN_L,MNwm35,MNwm35,,,motor neuron,no Target,4,extensor
MNwm36_MesoAN_L,10178,T2,left,MesoAN,T2,wing_accessory,,,,,1.0,0.0,,coxa_t2_left,MNwm36_MesoAN_L,MNwm36,MNwm36,,,motor neuron,no Target,4,extensor
MNwm35_MesoAN_R,13665,T2,right,MesoAN,T2,wing_accessory,,,,,1.0,0.0,,femur_t2_left,MNwm35_MesoAN_R,MNwm35,MNwm35,,,motor neuron,no Target,6,extensor
MNwm36_MesoAN_R,46457,T2,right,MesoAN,T2,wing_accessory,,,,,1.0,0.0,,femur_t2_left,MNwm36_MesoAN_R,MNwm36,MNwm36,,,motor neuron,no Target,6,extensor
