pre_id,post_id,x,y,z,type
10000,10063,24799,30333,51181,pre
10000,14882,24799,30333,51181,pre
10000,10512,24799,30333,51181,pre
10000,10063,24799,30333,51181,pre
10000,46787,24809,30316,51148,pre
10000,10512,24809,30316,51148,pre
10000,10063,24809,30316,51148,pre
10000,46787,24837,30315,51185,pre
10000,14882,24837,30315,51185,pre
10000,10063,24837,30315,51185,pre
10000,46787,24809,30316,51148,pre
10000,10512,24809,30316,51148,pre
10000,10063,24809,30316,51148,pre
10000,46787,24840,30295,51123,pre
10000,14882,24840,30295,51123,pre
10000,10950,24840,30295,51123,pre
10000,10512,24858,30348,51301,pre
10000,14882,24858,30310,51215,pre
10000,10512,24858,30310,51215,pre
10000,46787,24858,30310,51215,pre
10000,46787,24837,30315,51185,pre
10000,14882,24837,30315,51185,pre
10000,10063,24837,30315,51185,pre
10000,46787,24866,30279,51133,pre
10000,21041,24866,30279,51133,pre
10000,14882,24866,30279,51133,pre
10000,10435,24866,30279,51133,pre
10000,10950,24866,30279,51133,pre
10000,46787,24840,30295,51123,pre
10000,14882,24840,30295,51123,pre
