x,y,z,type,bodyId_post
22728,29694,41869,post,
22726,29703,41839,post,
23230,35633,66444,post,
23390,28367,45190,post,
23383,28398,45169,post,
23397,28386,45155,post,
23413,28376,45136,post,
23012,28069,44108,post,
23388,28425,45134,post,
22081,29575,44002,post,
22718,28935,44297,post,
22699,28971,44263,post,
22834,28977,44168,post,
22934,28827,43909,post,
23166,29256,43591,post,
23069,29250,43327,post,
23071,28935,43896,post,
22796,30041,43634,post,
21726,29329,39985,post,
21710,29244,39975,post,
22653,29690,51298,post,
22706,29200,49948,post,
22755,29644,50402,post,
22764,29939,51273,post,
23146,29930,49701,post,
23014,30283,43887,post,
23018,30262,43863,post,
22927,30237,44241,post,
23995,29242,43494,post,
22818,30268,43012,post,
23019,30318,42974,post,
23004,30314,42954,post,
22242,30443,40776,post,
22585,30560,42190,post,
22584,30625,41595,post,
23048,28053,44121,post,
21077,30007,40182,post,
21054,29994,40176,post,
23023,32180,56685,post,
23064,29953,50163,post,
22960,29650,48748,post,
22928,29595,48755,post,
22912,29587,48707,post,
22903,29584,48670,post,
21116,28974,39201,post,
21047,28869,39115,post,
21074,28906,39106,post,
21049,28877,39089,post,
21041,28871,39089,post,
20973,29182,39017,post,
20911,29118,38974,post,
21010,29077,38959,post,
20949,29093,38962,post,
20980,29105,38962,post,
20901,29055,38949,post,
21002,29049,38954,post,
21041,28992,38987,post,
20971,28984,38955,post,
21654,29651,39235,post,
21683,29597,39253,post,
21642,29575,39231,post,
20977,29240,39224,post,
20971,29229,39191,post,
20918,29213,39182,post,
20947,29186,39019,post,
22434,29764,41696,post,
20603,29371,39306,post,
20597,29317,39273,post,
19855,28887,39179,post,
19781,28874,39179,post,
19811,28877,39178,post,
19967,28698,39041,post,
21521,29712,39215,post,
22958,32473,57258,post,
22932,32457,57213,post,
22946,32447,57198,post,
22931,32437,57179,post,
23277,30184,51359,post,
23363,30052,51325,post,
23377,30031,51315,post,
23356,30039,51171,post,
23341,30056,51170,post,
23155,29990,50091,post,
23158,29985,50066,post,
23126,29971,50061,post,
23043,29983,50263,post,
23076,29965,50196,post,
23149,29701,48889,post,
23050,29689,48917,post,
23008,29695,48859,post,
22990,29695,48825,post,
23033,29614,48790,post,
22988,29638,48767,post,
22976,29659,48760,post,
22730,29066,46464,post,
22730,29060,46446,post,
22741,28946,46377,post,
22738,28989,46343,post,
22741,28947,46340,post,
22758,29284,46717,post,
22734,29232,46978,post,
22576,29299,44630,post,
22571,29383,44541,post,
22548,29629,44353,post,
22496,29643,44281,post,
22400,29831,44093,post,
22381,29819,44095,post,
22450,30037,42634,post,
22508,30079,42761,post,
22565,30208,42555,post,
20743,28781,39754,post,
20758,28794,39732,post,
20576,29156,40156,post,
20679,28906,40077,post,
20651,28878,40107,post,
20631,28893,40107,post,
22862,28747,44113,post,
22817,30127,44200,post,
23168,30027,45120,post,
23125,28656,43901,post,
23014,30311,42945,post,
22069,30362,41422,post,
21312,29955,40645,post,
22550,30602,41940,post,
20391,28801,39931,post,
22091,30394,41484,post,
22105,30394,41484,post,
21295,29925,40626,post,
21268,29906,40592,post,
20468,28687,39798,post,
20473,28686,39771,post,
21240,29879,40563,post,
21577,30047,40880,post,
21156,29851,40492,post,
22548,30036,41077,post,
20501,28648,39613,post,
20413,28605,39556,post,
20437,28618,39531,post,
20499,29151,40125,post,
20464,29126,40104,post,
22824,30391,41129,post,
20618,28878,40133,post,
20922,29632,40357,post,
20823,29524,40293,post,
20788,29455,40271,post,
21018,29739,40405,post,
20269,29354,39598,post,
23742,28542,44926,post,
23464,28542,44976,post,
23434,28534,44971,post,
23744,28530,44881,post,
23756,28542,44859,post,
23767,28559,44842,post,
23888,28438,45156,post,
22369,29091,44239,post,
22425,29070,44226,post,
22453,29054,44225,post,
22366,29105,44229,post,
22392,29084,44229,post,
22954,28631,44112,post,
22991,28612,44122,post,
22967,28614,44101,post,
22883,28579,44092,post,
22877,28576,44092,post,
22905,28590,44078,post,
23029,29207,43357,post,
23033,29241,43289,post,
22925,29157,43385,post,
22904,29182,43321,post,
23031,29275,43196,post,
22910,30152,41764,post,
21935,29537,40666,post,
21778,29949,41087,post,
21952,29560,40707,post,
22618,30481,42364,post,
22646,30421,42479,post,
22617,30433,42423,post,
22340,29998,42076,post,
22391,29824,42079,post,
22399,29810,42055,post,
22990,28073,44686,post,
22968,28107,44660,post,
22676,28725,45066,post,
22775,28613,45082,post,
22265,34028,61139,post,
22278,33955,61040,post,
19976,28634,39823,post,
22550,29698,43307,post,
22654,29351,43349,post,
22677,29316,43374,post,
22669,29336,43238,post,
22692,29307,43250,post,
22575,29976,43145,post,
22501,29845,43220,post,
22512,29862,43166,post,
22283,28504,44935,post,
22947,34626,60991,post,
23752,28673,44894,post,
23524,29346,43483,post,
23540,29334,43464,post,
22812,32541,57583,post,
22773,29711,50509,post,
22794,29608,45842,post,
22277,30010,40595,post,
23306,31622,55683,post,
23496,30446,54594,post,
23527,30849,54883,post,
23010,29210,52120,post,
23236,29389,52593,post,
23199,29366,52577,post,
22776,29957,51405,post,
22816,30102,51372,post,
22827,30109,51328,post,
22709,29592,51605,post,
22696,29455,51609,post,
23227,29083,51709,post,
23253,29049,51603,post,
23250,29037,51582,post,
22717,29195,49664,post,
23229,28134,48122,post,
23484,35644,67742,post,
21738,29505,39898,post,
20044,28717,39855,post,
20001,28688,39845,post,
22969,30124,44432,post,
22808,30035,44344,post,
23348,29994,44360,post,
23411,29891,44343,post,
22912,30220,44271,post,
22897,29972,44996,post,
23421,29720,44196,post,
23413,29792,44129,post,
23390,29919,43902,post,
23403,29851,43841,post,
23395,29811,43805,post,
23347,29145,43891,post,
23312,29132,43880,post,
23453,29502,43516,post,
22915,30051,44558,post,
22922,30203,44317,post,
22917,30087,44511,post,
22902,30067,44533,post,
22620,30605,41365,post,
22642,30579,41347,post,
22718,30539,41279,post,
22713,30525,41275,post,
22806,30481,41238,post,
22768,30480,41266,post,
22815,30027,41559,post,
22789,30059,41494,post,
22243,30294,41848,post,
22230,30351,41807,post,
22229,30267,41810,post,
22223,30388,41768,post,
22214,30340,41757,post,
22211,30303,41761,post,
21849,30201,41301,post,
22931,29890,41965,post,
22785,30636,41577,post,
22745,30625,41587,post,
22710,30586,41482,post,
22184,30324,41699,post,
22842,30363,41626,post,
22828,30393,41647,post,
22137,30314,41594,post,
22849,30229,41614,post,
22838,30367,41586,post,
22131,30381,41580,post,
22110,30357,41529,post,
21096,29379,39556,post,
22833,30280,41542,post,
21066,29315,39528,post,
22797,30373,41488,post,
21076,29311,39544,post,
22930,29864,42010,post,
22913,29825,42010,post,
20955,29008,39597,post,
20929,28966,39586,post,
20894,28924,39585,post,
22830,30454,41192,post,
21125,29452,39601,post,
21027,29539,39500,post,
23156,30326,51747,post,
23183,30301,51738,post,
22924,30292,51583,post,
22995,30140,50925,post,
23034,30082,50513,post,
22887,29692,49824,post,
22973,29964,50363,post,
22815,29584,49724,post,
22677,29724,45112,post,
22665,29680,45134,post,
22625,29304,45199,post,
23087,30149,43404,post,
22578,29361,45116,post,
23084,30169,43378,post,
22892,28567,45192,post,
23027,28534,45092,post,
22482,30175,42404,post,
22506,30219,42404,post,
22471,30268,42266,post,
20447,28953,40054,post,
22867,30432,41172,post,
22881,30379,41176,post,
22866,30393,41142,post,
20680,28846,40069,post,
20659,28857,40089,post,
20696,28769,40023,post,
20701,28741,40011,post,
20618,28849,39985,post,
20633,28763,39989,post,
21320,29867,39848,post,
22921,31966,56210,post,
22983,32018,56260,post,
23165,31349,54473,post,
23322,30212,51724,post,
23334,30204,51676,post,
23467,29025,50881,post,
22890,28892,50446,post,
22715,28780,46780,post,
21906,29945,40294,post,
21230,29713,39715,post,
22731,32438,57582,post,
22984,35656,64955,post,
22982,35658,64931,post,
22518,29453,50656,post,
22526,29444,50734,post,
22518,29436,50660,post,
23104,29882,49742,post,
23119,29888,49691,post,
22962,29875,50124,post,
22990,29889,50071,post,
22934,29860,50190,post,
23015,29762,49364,post,
22931,29971,45399,post,
22663,29135,45436,post,
22903,29896,45546,post,
22844,29813,45535,post,
22911,29928,45434,post,
22711,29147,45591,post,
22701,29191,45579,post,
23064,30200,44264,post,
22710,30077,44247,post,
22688,30051,44255,post,
22722,30075,44206,post,
22703,30051,44214,post,
22610,29983,44060,post,
22568,29969,44065,post,
22981,30216,44281,post,
22502,29901,43955,post,
22490,29920,43964,post,
22468,29759,43824,post,
22470,29530,43854,post,
22526,29620,43803,post,
22454,29623,43820,post,
22504,29530,43830,post,
22455,29659,42441,post,
22522,29557,42450,post,
22537,29866,43378,post,
22615,29542,42403,post,
22624,29588,42330,post,
22718,29589,41548,post,
22594,29606,41967,post,
22549,29456,42869,post,
22433,29677,42699,post,
22680,29774,41606,post,
22427,29697,42690,post,
22667,29781,41510,post,
22544,29416,42928,post,
22538,29401,42887,post,
22525,29403,42925,post,
22760,29728,41819,post,
21680,29660,40180,post,
21523,29527,39968,post,
20589,28708,39515,post,
20555,28684,39511,post,
20579,28903,39237,post,
20540,28688,39482,post,
20546,28858,39250,post,
20609,28992,39224,post,
20800,28935,39041,post,
20680,28741,40026,post,
21907,29699,40378,post,
22079,29855,40335,post,
21528,29530,39939,post,
23943,35377,67253,post,
22811,28824,45007,post,
22791,28854,45021,post,
22777,28880,44969,post,
23129,30028,45417,post,
23010,29991,45569,post,
22916,30215,44253,post,
22926,29982,44959,post,
22543,29357,43946,post,
22569,29346,43911,post,
23025,30246,43280,post,
23122,28880,44109,post,
23095,28904,44070,post,
23124,28844,44035,post,
23343,29185,43849,post,
22735,30557,41393,post,
22729,30560,41353,post,
22741,30530,41297,post,
23077,30085,42707,post,
23181,30131,42880,post,
23214,30128,42853,post,
23206,30099,42818,post,
23224,30089,42801,post,
22720,29854,41559,post,
23023,30279,42996,post,
23190,30210,42716,post,
23204,30197,42698,post,
23130,30222,42741,post,
23103,30227,42756,post,
22658,29401,42933,post,
22640,29407,42904,post,
22924,29961,41866,post,
22762,30074,41428,post,
22738,30122,41372,post,
22901,30033,41788,post,
22906,30054,41784,post,
22174,30356,40688,post,
22037,30253,40548,post,
22670,30213,41284,post,
22918,29914,41879,post,
22774,29768,41802,post,
