x,y,z,type
32459,33423,33647,post
32428,33470,33666,post
32441,33467,33580,post
31314,32004,33652,post
31323,32032,33637,post
31296,32010,33669,post
31302,32037,33649,post
31239,31994,33796,post
31940,32330,33016,post
31963,32366,32988,post
32030,32416,32927,post
32023,32393,32899,post
30980,31963,34012,post
30985,31973,34011,post
32097,32324,32835,post
30941,31922,34010,post
30918,31897,34020,post
32109,32481,32774,post
32103,32458,32791,post
31232,32005,33806,post
31855,32285,33084,post
32092,32519,32772,post
32653,33177,32489,post
32658,33254,32337,post
32786,33605,31713,post
32783,33626,31692,post
32732,33963,31247,post
32763,33429,31953,post
32769,33452,31933,post
32754,33486,31860,post
32760,33875,30825,post
32740,33865,30824,post
32541,34047,30348,post
32416,34200,30232,post
32726,33824,31612,post
32729,33829,31586,post
32837,34056,30547,post
32748,33932,31236,post
32773,33863,31178,post
32740,33890,31113,post
32764,33834,30979,post
32600,34009,30520,post
32337,35038,28459,post
32323,35035,28431,post
32357,34999,28476,post
32579,34016,30412,post
32564,33989,30396,post
31975,33249,29225,post
31988,33241,29193,post
32546,34004,30359,post
32564,34027,30381,post
32489,34863,28782,post
31768,33489,29276,post
31718,33514,29289,post
31602,33459,29283,post
31631,33445,29308,post
32512,34602,29050,post
31712,33527,29193,post
31633,33046,28132,post
31616,33041,28116,post
31361,32430,28530,post
31332,32497,28418,post
31253,32590,28338,post
31271,32560,28338,post
31633,35946,27514,post
31535,36040,27515,post
31516,36039,27474,post
31539,36014,27477,post
31627,35938,27495,post
31993,33278,29171,post
31965,33351,29148,post
31599,35705,27633,post
31530,35757,27617,post
31385,35702,27583,post
32347,35250,28481,post
32436,35124,28462,post
31629,35956,27663,post
31781,35801,27858,post
31762,35778,27847,post
31856,35647,27808,post
31835,35680,27777,post
31702,35676,27680,post
31694,35675,27662,post
31584,36219,27707,post
32862,33934,32973,post
23207,29808,42863,post
32034,32787,32624,post
32036,32795,32625,post
31828,32266,32927,post
33021,32111,29882,post
33008,32137,29870,post
32093,33538,29627,post
31970,35225,28100,post
32282,34849,28148,post
31319,35302,26968,post
31810,35315,27840,post
32568,30159,38977,post
32568,30139,38970,post
32419,30147,38941,post
32577,30135,38971,post
32711,29882,39076,post
32447,30297,38951,post
32472,30144,38871,post
32491,30090,38879,post
32306,30117,38894,post
32685,30033,38918,post
34114,30859,30480,post
31417,33442,29134,post
30228,34147,25690,post
33171,29908,39400,post
27551,29803,38077,post
35312,33210,37063,post
35080,33334,37046,post
35111,33319,37008,post
35051,33351,37034,post
35078,33341,37023,post
35535,33326,36953,post
35524,33336,36933,post
32989,29372,39108,post
27973,29712,38630,post
34513,33149,36838,post
32375,30288,38879,post
32425,30251,38848,post
32422,30254,38836,post
33161,29768,39380,post
33147,29819,39386,post
33071,29746,39312,post
33083,29744,39326,post
32473,30302,38958,post
32540,30222,38977,post
33207,29484,39235,post
35403,33357,37123,post
33446,33085,34231,post
32199,31528,33089,post
33111,33342,33241,post
27577,29864,38141,post
27696,30067,38183,post
25408,30742,39776,post
24707,30774,40423,post
25956,29698,39076,post
25871,29848,39015,post
27499,30134,38200,post
27515,30310,38411,post
27497,30132,38190,post
23444,30496,41676,post
25415,30750,39768,post
27073,30388,38782,post
27859,29539,38774,post
26747,30424,39019,post
27376,29419,39199,post
26909,30288,38476,post
32189,32500,29346,post
32724,34287,29800,post
32067,33263,28822,post
32643,33942,29294,post
31239,37354,27531,post
29053,34674,25416,post
30730,37100,26531,post
23196,29881,42733,post
32915,29501,38921,post
32932,29545,38915,post
32938,29525,38895,post
32890,29524,38887,post
32692,29593,38837,post
32787,29435,38867,post
34810,33484,39451,post
34825,33493,39440,post
34783,33523,39461,post
34805,33508,39444,post
33073,29336,39023,post
32979,29390,39005,post
32993,29388,39036,post
35245,34182,36414,post
35237,34144,36429,post
33436,32535,35887,post
33412,32427,35874,post
33319,32536,35855,post
33300,32513,35692,post
33408,32419,35831,post
33349,32427,35790,post
32828,33822,31894,post
32787,33843,31850,post
32374,33617,30106,post
32425,33596,30084,post
32359,33609,30088,post
32410,33580,30033,post
32889,33979,29974,post
32952,34011,29884,post
32977,33997,29875,post
32971,34003,29875,post
33256,32124,30094,post
33236,32103,29970,post
33328,32043,29969,post
31301,32509,28355,post
33811,32254,40854,post
34245,33785,38545,post
34259,33589,36442,post
34263,33576,36430,post
33190,33708,34122,post
32109,31583,33110,post
32219,31513,33029,post
23118,28563,43350,post
32292,33605,30261,post
32301,33580,30260,post
32260,33547,30245,post
32238,33528,30247,post
32260,32870,29513,post
33200,30066,39454,post
35262,33693,37002,post
28678,30032,39160,post
28678,30030,39157,post
28654,29975,39104,post
30983,31701,34005,post
31249,32144,33764,post
31228,32141,33783,post
30858,31643,34110,post
30885,31638,34097,post
33067,33836,33780,post
31581,32192,33466,post
31555,32185,33469,post
31955,33348,29436,post
32009,33363,29441,post
31958,33349,29409,post
31943,33248,28544,post
31947,33232,28452,post
30789,33371,27882,post
30790,33348,27833,post
30690,33379,27735,post
30667,33392,27734,post
30677,33278,27690,post
32916,33421,32234,post
32902,33400,32246,post
23523,30491,41372,post
23500,30594,41515,post
33275,33265,34442,post
34100,30808,30586,post
33987,32275,40854,post
33974,32347,40778,post
33750,34605,39126,post
32480,30258,38843,post
28000,29515,38614,post
28016,29649,38695,post
33858,34285,39049,post
33856,34268,39037,post
25802,30304,39136,post
25902,30238,39085,post
25907,30243,39056,post
26661,30254,38941,post
33194,30048,39447,post
34728,33704,36903,post
34735,33664,36873,post
34738,33652,36877,post
33989,34447,37967,post
34103,34096,38585,post
34688,33406,37148,post
34686,33359,37167,post
33764,33555,35716,post
33701,33570,35681,post
33308,32408,36148,post
32869,33751,32915,post
32919,33773,32959,post
32826,33832,32895,post
30882,31634,34110,post
32142,32297,32779,post
32111,32261,32832,post
32850,33506,33060,post
32160,32336,32753,post
32176,32343,32739,post
32100,31481,32949,post
31890,30818,32375,post
31908,30829,32379,post
32096,32398,32695,post
32353,32923,32222,post
32368,32940,32201,post
32330,32891,32228,post
32302,32870,32261,post
32294,32856,32253,post
32319,32875,32227,post
32385,32987,32196,post
32451,33124,32182,post
32438,33153,32162,post
32596,33995,30008,post
32603,34084,29965,post
33225,33561,34322,post
32971,33237,33466,post
32938,33176,33330,post
32938,33152,33330,post
33212,33181,33747,post
33068,33256,33549,post
32161,32289,32806,post
32175,32309,32778,post
32131,32069,32933,post
32130,32230,32843,post
32867,33378,32648,post
32229,32170,33377,post
32196,32126,33210,post
32796,33323,32497,post
32112,31429,32773,post
32050,31429,32657,post
32049,31425,32636,post
32624,33996,30012,post
32589,33932,30017,post
32581,33897,30021,post
32572,33888,30016,post
32374,33693,30246,post
32696,34280,29681,post
32672,34277,29628,post
32547,34682,29398,post
32510,34784,29241,post
32575,34778,29209,post
32499,34773,29244,post
32465,34715,29244,post
32461,34698,29236,post
32674,34560,29569,post
32669,34562,29537,post
32656,34575,29511,post
32674,34315,29653,post
32985,33953,29845,post
33095,33887,29861,post
32998,33923,29844,post
33284,32326,30047,post
33067,32179,29818,post
32249,32615,29575,post
32282,32525,29548,post
31975,33349,29359,post
32259,32589,29562,post
32275,32539,29549,post
32002,33305,29256,post
33112,33951,29692,post
32936,32264,29637,post
32289,32501,29541,post
32302,32353,29578,post
32952,32316,29621,post
32416,32354,29518,post
32393,32348,29525,post
32364,32348,29523,post
32404,32464,29502,post
32364,32456,29464,post
33021,32159,29681,post
32608,34464,29351,post
32071,33259,29104,post
32145,33235,29027,post
32186,33134,29032,post
32076,33281,29057,post
32094,33283,29034,post
32135,33333,29051,post
32101,33302,29029,post
23070,29090,43177,post
34131,30727,30775,post
34132,30707,30796,post
34145,30594,30913,post
34120,30678,30817,post
33611,33577,29954,post
33844,33298,30008,post
34092,30832,30538,post
34082,30835,30531,post
33971,31234,30277,post
33922,31444,30223,post
33951,31318,30251,post
33755,31600,30090,post
33845,31398,30113,post
33861,31376,30118,post
35309,33536,37091,post
33975,31900,40794,post
34174,34004,38642,post
34171,34006,38622,post
34175,33988,38681,post
32976,33735,33677,post
34022,33480,36077,post
33535,33548,35237,post
32142,31286,32777,post
27512,29780,38084,post
26448,30075,38396,post
28211,29701,38978,post
29298,29602,38472,post
32552,29548,38846,post
32558,29510,38810,post
32954,29378,38902,post
27554,30393,38084,post
27549,30371,38186,post
27570,29464,39227,post
27469,29438,39191,post
31877,31465,32447,post
32082,32136,33162,post
32167,32117,33106,post
32398,34298,29555,post
32428,34290,29505,post
32102,33505,29434,post
32396,34644,28619,post
32109,33516,29419,post
32385,34642,28590,post
31976,35092,27950,post
32245,34944,28124,post
32171,34939,28122,post
30965,32835,28257,post
32173,34990,28105,post
32104,33493,29476,post
32553,34272,29267,post
32481,34396,28967,post
31767,35370,27510,post
31768,35365,27510,post
31405,35566,27449,post
31642,35431,27462,post
31637,35438,27455,post
31382,35379,27422,post
31038,32679,28315,post
31024,32684,28313,post
31042,32736,28232,post
31074,32699,28246,post
32562,34316,29219,post
30979,32765,28238,post
32572,34328,29237,post
31524,35573,27217,post
31397,35658,27537,post
31407,35642,27513,post
31255,36317,27078,post
31291,36250,27091,post
31378,36159,27085,post
31228,36408,27074,post
31237,36398,27072,post
31114,36845,27356,post
31796,35348,27698,post
31113,36892,27347,post
31255,36927,27279,post
31240,36921,27249,post
30431,33377,27038,post
31881,35289,27705,post
31840,35304,27696,post
31894,35236,27701,post
30380,33396,26921,post
31503,35430,27315,post
31525,35391,27254,post
33923,32522,40871,post
33923,32531,40862,post
33861,32275,40899,post
33868,32259,40899,post
33846,32090,40984,post
33924,34591,38266,post
34081,34670,37856,post
33094,29860,39380,post
33059,29785,39378,post
34571,33428,39535,post
33821,34584,38705,post
34026,33780,38353,post
34541,33593,36769,post
35357,33388,37226,post
34234,33322,36337,post
33186,32389,35948,post
33188,32391,35950,post
32389,33647,33558,post
32293,31664,33379,post
32584,33803,33315,post
32087,30790,32548,post
32446,33570,33517,post
34224,32979,39810,post
34132,33458,39563,post
34169,34867,37851,post
33846,34532,37862,post
33834,34502,37849,post
33874,34503,37883,post
24089,30261,40523,post
24072,30122,40405,post
25848,29732,38770,post
25805,29711,38761,post
33881,32620,40317,post
33933,32705,40216,post
34307,33685,38843,post
34288,33675,38807,post
32014,32421,29114,post
31306,38958,28585,post
33159,32716,35621,post
34435,33191,39745,post
32331,31750,33440,post
32333,31752,33442,post
30935,32857,28278,post
30941,32873,28264,post
30939,32846,28264,post
31829,33125,28290,post
31827,33123,28288,post
31754,35968,27646,post
31944,33189,28429,post
31201,39467,28947,post
31726,35821,27554,post
32090,33332,28965,post
31271,37678,27590,post
30305,33478,26896,post
31664,36208,27839,post
31669,36213,27827,post
31659,36201,27834,post
29313,34526,25498,post
29291,34523,25491,post
30625,37184,26391,post
32316,34911,28494,post
32290,34900,28485,post
32454,34567,28757,post
32465,34564,28757,post
32392,34643,28642,post
32319,34625,28531,post
32290,34610,28514,post
32425,34792,28462,post
32288,34614,28511,post
34259,33673,39423,post
31833,35394,27492,post
31220,38532,28348,post
30998,36764,27022,post
30998,36770,27021,post
30966,37020,26951,post
31248,36240,27114,post
31152,36595,27149,post
31271,36257,27157,post
31345,36215,27195,post
30608,37027,26448,post
30722,37110,26522,post
30693,37145,26391,post
31351,36216,27172,post
23260,30342,42256,post
34851,33667,39162,post
28835,29657,38428,post
35302,33225,37071,post
35273,33268,37088,post
35308,33357,37082,post
23180,29281,43151,post
23123,29265,43141,post
23178,29366,43088,post
30914,39406,29277,post
23293,30448,42077,post
23440,30575,41680,post
23331,30517,41956,post
24124,30117,40382,post
25740,30279,39031,post
34645,33285,36896,post
34585,33330,36787,post
33187,33068,35297,post
30800,39809,30124,post
30737,39768,30061,post
30833,39752,29979,post
30771,39827,30323,post
34395,33754,39194,post
32282,32564,34008,post
32737,33662,33227,post
24282,30340,40822,post
24285,30322,40808,post
23356,30525,42124,post
23344,30532,42038,post
23636,30411,40480,post
23643,30396,40479,post
24052,30146,40520,post
26741,30245,38887,post
23353,30402,40403,post
23361,30400,40338,post
23289,30396,40354,post
22974,30198,40337,post
26515,30032,38425,post
24939,30048,39686,post
32758,32188,29611,post
31233,38027,27721,post
31196,39292,28988,post
31142,36666,27165,post
31221,36959,27299,post
30215,32829,26788,post
29121,34445,25520,post
29606,33928,25848,post
29559,33952,25838,post
34145,30593,30908,post
33864,33318,29985,post
34150,30805,30563,post
34197,30886,30485,post
34103,30881,30509,post
34076,31458,30314,post
34084,31443,30312,post
33927,31486,30228,post
33959,31167,30423,post
33956,31186,30393,post
24661,29944,40201,post
24638,29945,40239,post
23145,30226,40265,post
25664,29864,39321,post
25685,29902,39248,post
25689,29892,39195,post
25782,29706,38774,post
25833,29741,38790,post
25813,29727,38782,post
25831,29714,38775,post
27171,29890,38717,post
28084,29843,38453,post
33775,31921,40973,post
33779,34847,39560,post
33598,35064,39561,post
33737,34839,39511,post
33742,34869,39535,post
33728,34845,39513,post
34179,33309,39824,post
33791,34742,39675,post
34183,33252,39757,post
33775,31930,40978,post
33831,34832,39521,post
34282,32977,39911,post
34257,32980,39889,post
34306,32988,39831,post
34267,32943,39776,post
34269,32940,39777,post
34259,33302,39202,post
33862,34450,38905,post
33798,34314,38873,post
34219,33514,38934,post
34217,33514,38926,post
34168,33746,40099,post
34221,34593,38068,post
34128,34808,37938,post
34257,33304,39211,post
34261,33303,39214,post
33979,34806,37743,post
33996,34032,38215,post
34161,33510,38391,post
34371,33585,39395,post
34162,33377,38305,post
34260,33573,39353,post
34289,33577,39312,post
34309,33615,39216,post
33919,34312,38516,post
35217,33602,37133,post
35215,33602,37126,post
34130,34811,37941,post
35270,33424,36932,post
35267,33424,36935,post
35205,33611,37014,post
33989,34058,38277,post
33991,34060,38276,post
34770,33698,36835,post
34976,33501,37242,post
34852,33399,37167,post
34717,33419,37202,post
34854,33401,37169,post
35081,32982,37479,post
35086,32938,37495,post
33140,32978,35283,post
35234,33966,36594,post
35235,33969,36586,post
35170,33981,36618,post
33387,33181,35406,post
33391,33170,35402,post
31245,38866,28521,post
31238,38769,28516,post
23184,29362,43046,post
27012,29774,38782,post
27042,29765,38777,post
32940,29283,39066,post
24705,30517,40152,post
25941,30401,39980,post
26044,30038,39077,post
25997,30053,39058,post
26061,30009,39075,post
26080,29958,39040,post
26369,29959,38965,post
26354,29956,38964,post
26111,29942,39025,post
27533,29698,39107,post
26511,29733,39158,post
26438,29748,39158,post
26471,29726,39131,post
24700,30757,40424,post
24686,30737,40448,post
27578,29763,39023,post
26574,29719,39052,post
26609,29717,39065,post
26524,29732,39067,post
26485,29747,39053,post
26611,29725,39021,post
26529,29739,39037,post
28534,29897,38925,post
26397,29938,38950,post
27793,29811,38966,post
27748,29814,38976,post
27649,29847,38960,post
27657,29869,38933,post
27669,29864,38921,post
26498,29797,38935,post
26847,29637,39042,post
24699,30717,40383,post
26068,30454,39829,post
26026,30421,39849,post
25995,30434,39855,post
29040,29671,38541,post
29002,29691,38542,post
28896,29702,38539,post
26170,30220,39763,post
28861,29681,38473,post
26715,29652,38514,post
26709,29688,38508,post
26130,30227,39783,post
28913,29727,38454,post
26276,29835,39463,post
26269,29832,39461,post
26198,30177,39770,post
26158,30202,39769,post
26242,30140,39769,post
25449,30695,39658,post
25419,30686,39579,post
26233,29809,39349,post
26107,29808,39361,post
26085,29818,39403,post
26350,30405,39151,post
25419,30653,39494,post
25674,30421,39064,post
26343,29777,39290,post
26406,29766,39253,post
25430,30597,39442,post
27734,29837,38911,post
26371,29754,39207,post
25913,30222,39048,post
28511,29903,38896,post
27780,29893,38871,post
27871,29846,38899,post
27831,29844,38878,post
27738,29854,38895,post
25710,30376,38985,post
25659,30427,39030,post
25709,30371,38994,post
26581,29756,38847,post
26532,29736,38831,post
26576,30308,39009,post
26542,30273,39029,post
26487,29900,38817,post
26464,29906,38836,post
26736,29757,38801,post
26699,29753,38813,post
27088,29739,38797,post
26419,29746,38823,post
26605,30294,38971,post
26614,30240,38965,post
27185,29781,38781,post
27158,29794,38773,post
27137,29783,38785,post
27090,29764,38792,post
27275,29553,39224,post
27397,29590,39209,post
27353,29575,39210,post
27339,29559,39210,post
27264,29544,39219,post
27587,29625,38325,post
26659,29733,38460,post
26639,29811,38449,post
26589,29827,38450,post
27326,29718,38380,post
31139,36663,27179,post
24059,30244,40523,post
23995,30209,40483,post
23298,30326,42374,post
23520,30451,41585,post
23747,30256,40774,post
24457,30147,40210,post
24753,30033,39908,post
24773,30048,39891,post
25396,30392,39317,post
25391,30388,39314,post
25139,29972,39504,post
25799,29714,38776,post
26593,29832,38426,post
26840,29839,38384,post
26590,29862,38404,post
24613,30361,40173,post
24613,30323,40138,post
24633,30304,40113,post
24638,30639,40448,post
26654,30173,38929,post
26657,30150,38924,post
26589,30187,38956,post
26609,30171,38941,post
26563,30015,38941,post
26539,29989,38948,post
26178,29978,38977,post
26219,29966,38979,post
26003,29965,38987,post
33848,34720,39025,post
33865,34311,39010,post
33892,34528,38980,post
33895,34402,38961,post
26271,29938,38940,post
26225,29950,38920,post
26152,29941,38971,post
26309,29920,38924,post
34087,33947,38414,post
24633,30654,40442,post
24634,30657,40416,post
24643,30636,40410,post
24650,30647,40376,post
26933,30103,38571,post
26944,30068,38554,post
26912,30193,38509,post
24858,30299,39890,post
24819,30335,39946,post
24825,30308,39928,post
24859,30240,39885,post
24919,30227,39844,post
24872,30225,39877,post
34198,33816,38708,post
27285,29666,38824,post
27299,29664,38814,post
27250,29661,38798,post
24877,30174,39862,post
25565,30154,39233,post
25576,30207,39230,post
27646,30518,37835,post
25081,30149,39720,post
27677,30478,37804,post
25785,30317,39165,post
26399,30365,39115,post
25794,30302,39165,post
25810,30277,39152,post
25826,30261,39141,post
25849,30231,39125,post
34391,33746,39203,post
26415,30337,39093,post
35052,33543,37325,post
25816,30227,39043,post
26493,29947,38912,post
25115,30143,39679,post
25131,30120,39659,post
26853,29886,38805,post
25853,30213,39026,post
26811,29893,38763,post
26853,29867,38770,post
27017,29816,38774,post
26967,29777,38790,post
26977,29818,38757,post
26936,29816,38764,post
25537,30257,39260,post
25566,30268,39253,post
26391,30431,39199,post
26339,30450,39212,post
26532,29954,38902,post
26304,29952,38874,post
26185,29998,38885,post
27686,30456,37769,post
26916,30226,38490,post
26875,30244,38504,post
26933,30219,38462,post
33809,32633,36364,post
34746,33747,36904,post
34727,33725,36887,post
34043,34080,38297,post
34036,34101,38284,post
34037,34051,38161,post
26764,29877,38469,post
34758,33687,36847,post
34649,33714,36678,post
35074,33525,37352,post
35177,33299,37384,post
35144,33311,37264,post
35132,33323,37221,post
35225,33294,37139,post
35145,33396,37434,post
33849,32765,36050,post
34122,33364,36005,post
34467,33618,36592,post
34383,33584,36484,post
34680,33868,36592,post
34674,33883,36579,post
34270,33428,36302,post
33367,33499,34451,post
33412,33412,34421,post
25900,30165,39098,post
25922,30194,39059,post
25833,30172,39072,post
33332,33635,34206,post
33335,33664,34200,post
33328,33661,34158,post
33442,33093,34287,post
33442,33080,34249,post
32580,33830,33361,post
32573,33862,33342,post
33459,33200,34390,post
33449,33057,34316,post
32126,31677,33245,post
32138,31602,33172,post
32100,31605,33157,post
32914,33840,33732,post
32913,33849,33719,post
32149,32173,33398,post
32654,33451,31486,post
32917,33531,32144,post
32667,33410,32312,post
32674,33820,31240,post
32498,33213,32229,post
32525,33210,32241,post
32496,33167,32237,post
32468,33151,32211,post
32845,33816,31843,post
32610,33797,30917,post
32598,33851,30787,post
32596,33860,30772,post
32710,33846,30723,post
32729,33791,30787,post
32755,33782,30742,post
32604,33535,31280,post
32566,33638,31154,post
32567,33628,31168,post
33000,33943,29984,post
32777,34629,29407,post
32646,34801,29206,post
32718,33983,30598,post
32765,34017,30547,post
32756,34010,30539,post
32451,35139,28723,post
32765,33991,30515,post
32735,33973,30501,post
33040,33898,29912,post
33021,33881,29886,post
32835,34490,29472,post
33108,33874,29867,post
33044,33869,29866,post
31767,33230,29369,post
31751,33267,29361,post
32569,34737,29146,post
32572,34747,29106,post
31733,33313,29327,post
31704,33321,29299,post
31324,33542,28561,post
31283,33554,28444,post
32472,34931,28980,post
31352,33508,28581,post
31318,33531,28530,post
31738,33543,29179,post
32154,35149,28278,post
32158,35129,28272,post
31394,35771,27329,post
31422,35760,27323,post
31740,33518,29173,post
32186,35357,28376,post
31436,35814,27449,post
32304,35241,28603,post
30430,33432,26837,post
30406,33443,26802,post
30070,33826,26230,post
31938,35851,28102,post
32021,35716,28159,post
30234,33615,26584,post
30209,33612,26554,post
30150,33767,26413,post
30215,33576,26699,post
30214,33603,26661,post
30075,34243,25372,post
30122,33990,26078,post
34345,32923,39957,post
34201,33360,40028,post
34216,33333,40026,post
34042,32872,40614,post
34321,33433,39385,post
33996,34029,38782,post
33994,34033,38781,post
33974,34132,38759,post
33815,34583,38811,post
35336,34033,36888,post
34037,33790,38512,post
33998,34526,37876,post
34396,33567,36654,post
35113,33230,37277,post
32388,33360,33636,post
32384,33443,33563,post
33141,33078,35314,post
32307,32225,33562,post
32270,32241,33553,post
32253,32242,33535,post
32245,32234,33519,post
33865,32609,40217,post
32438,30362,38798,post
27642,30009,38568,post
27633,29999,38571,post
33872,32614,40209,post
33848,32612,40182,post
35244,33229,37141,post
32151,30104,38871,post
34680,33164,36856,post
24306,30183,40695,post
24383,30173,40554,post
24248,30123,40456,post
24450,30022,40481,post
24296,30219,40727,post
24284,30261,40779,post
24569,29981,40135,post
24603,29996,40119,post
26430,29754,39003,post
26315,29834,38979,post
26463,29785,38982,post
26170,29658,38956,post
24408,30143,40443,post
24260,30128,40434,post
26995,30015,38652,post
24464,30026,40459,post
24510,30002,40380,post
24522,29978,40376,post
24481,30024,40317,post
24455,30012,40307,post
24595,29978,40227,post
26265,29790,39430,post
26074,30204,39827,post
26334,29843,38890,post
26418,29839,38907,post
26391,29841,38874,post
26335,29831,38859,post
27298,29894,38669,post
27062,29996,38740,post
27299,29893,38672,post
28675,30005,39105,post
28656,29974,39102,post
28741,30032,39007,post
28711,29995,38999,post
28659,30002,38981,post
28671,30002,38985,post
28736,29978,38962,post
25509,30742,39664,post
28353,29770,38939,post
27947,29745,38929,post
25951,29607,39162,post
26730,29688,39124,post
26617,29702,39120,post
26876,29453,39090,post
26756,29680,39082,post
26739,29695,39081,post
26732,29686,39038,post
26686,29705,39092,post
26677,29703,39079,post
26859,29479,39088,post
27657,30145,38608,post
26906,30104,38639,post
26931,30059,38641,post
26440,30058,38414,post
27683,30034,38447,post
27676,30051,38405,post
28904,29684,38590,post
28708,29672,38593,post
28855,29660,38569,post
28907,29674,38551,post
28823,29686,38531,post
28655,29656,38574,post
28827,29667,38511,post
28857,29662,38427,post
29432,29602,38458,post
27800,29682,38815,post
27215,29662,38813,post
27137,29678,38817,post
27213,29644,38824,post
26260,30156,39778,post
25454,30717,39504,post
26133,30498,39599,post
26072,29824,39403,post
25999,29830,39390,post
26032,29825,39377,post
26210,30587,39574,post
26173,30594,39589,post
26159,30484,39586,post
25443,30718,39553,post
27389,29718,38801,post
27166,29696,38829,post
26634,29710,39180,post
26561,29713,39207,post
28388,29785,38907,post
27908,29748,38877,post
27882,29724,38914,post
27661,29706,38883,post
28546,29932,38802,post
26667,29902,38850,post
26615,29908,38850,post
26569,29879,38834,post
26796,29859,38816,post
26674,29860,38838,post
28545,29813,38830,post
26928,29772,38796,post
26849,29781,38809,post
27782,29707,38844,post
27565,29727,38781,post
27200,29703,38815,post
26883,29758,38834,post
26535,29728,38814,post
26517,29730,38818,post
26800,29890,38764,post
28657,29798,38744,post
27334,29788,38751,post
27366,29792,38746,post
26885,29799,38785,post
26414,29790,38802,post
26368,29769,38774,post
27731,29757,38773,post
27719,29756,38734,post
27640,29755,38739,post
27429,29760,38729,post
27356,29695,38797,post
27343,29744,38790,post
27386,29726,38786,post
27831,29931,38679,post
27392,29801,38670,post
26219,29996,38879,post
26815,30086,38858,post
26835,30067,38833,post
28665,29970,38793,post
25903,29571,39226,post
25912,29550,39237,post
27814,29966,38731,post
26937,29982,38795,post
26574,29697,39187,post
26558,29705,39190,post
25929,29591,39191,post
25924,29555,39210,post
26475,30148,38389,post
26873,30249,38537,post
26792,30321,38492,post
26876,30264,38514,post
29051,29938,38621,post
28876,29888,38608,post
27829,29919,38647,post
29061,29902,38568,post
27582,29906,38567,post
27529,29899,38577,post
28889,29866,38580,post
28810,29834,38552,post
28717,29855,38586,post
27551,29858,38547,post
27517,29884,38577,post
27450,29837,38541,post
27811,29890,38517,post
29382,29874,38529,post
29194,29843,38535,post
29158,29821,38537,post
27840,29852,38494,post
27812,29865,38483,post
27623,29829,38505,post
27583,29818,38492,post
27386,29856,38537,post
27435,29823,38510,post
29702,29774,38497,post
29735,29756,38498,post
29667,29741,38511,post
29688,29700,38484,post
28876,29696,38477,post
30157,29832,38450,post
30158,29815,38431,post
29991,29854,38474,post
29972,29897,38453,post
30020,29882,38447,post
29832,29766,38466,post
29856,29760,38460,post
27281,29793,38458,post
33941,32696,40211,post
34410,33192,39735,post
34214,32729,39684,post
33447,35189,39579,post
34133,33784,38848,post
35014,33418,37012,post
34882,33514,36926,post
35027,33499,37304,post
35035,33525,37187,post
33051,33646,33775,post
33050,33647,33776,post
33084,33581,33884,post
33161,33735,33842,post
31203,32039,34039,post
32239,32614,32542,post
32331,32860,32213,post
32360,32900,32201,post
32562,33658,30983,post
32257,32655,32486,post
32250,32673,32456,post
32532,33644,31010,post
32395,33745,30279,post
32395,33745,30278,post
32506,34349,29635,post
32466,33731,30467,post
32242,32640,32520,post
31537,35578,27618,post
32537,34262,29869,post
32520,34271,29873,post
31500,36154,27538,post
31363,36261,27399,post
31397,35713,27574,post
30312,33593,26553,post
31356,36234,27226,post
33931,32637,40733,post
34332,33047,40253,post
34538,33555,39532,post
34857,33660,39171,post
34186,33583,39070,post
34181,33543,39163,post
25392,30753,39767,post
33929,32650,40683,post
34022,32691,40618,post
34041,32726,40579,post
25411,30724,39526,post
28326,29714,39034,post
26219,29850,38947,post
26168,29840,38935,post
26263,29832,38915,post
28248,29661,39089,post
28257,29633,39099,post
27061,30380,38778,post
34467,33059,40061,post
34446,33097,40015,post
34445,33111,39944,post
25420,30556,39401,post
26504,30496,39241,post
27837,29700,38628,post
28130,29670,38551,post
28612,29647,38552,post
28556,29640,38539,post
29365,29648,38495,post
28754,29667,38480,post
29389,29646,38493,post
29321,29633,38490,post
29263,29607,38474,post
34347,32943,40185,post
29596,29640,38434,post
29565,29666,38453,post
28809,29660,38442,post
28770,29659,38407,post
28728,29652,38451,post
27668,29673,38416,post
29405,29600,38449,post
29347,29596,38436,post
27429,29649,38870,post
27409,29583,38888,post
27380,29608,38843,post
34408,33596,39415,post
27629,30536,37837,post
35122,33148,37186,post
35151,33142,37180,post
34852,33557,39344,post
34830,33591,39322,post
26573,30425,39121,post
25411,30659,39469,post
26593,30431,39090,post
25635,30421,39061,post
34381,33477,39512,post
34340,33450,39486,post
26484,30451,39207,post
26622,30351,39023,post
26683,30349,39017,post
26641,30325,38992,post
26680,30327,38976,post
26212,29834,38883,post
25671,30398,39022,post
25757,30303,38988,post
25732,30327,38987,post
26221,29878,38851,post
26069,29826,38856,post
34413,33422,39477,post
34338,33407,39473,post
25430,30443,39304,post
26047,29783,38833,post
25738,30333,38983,post
25430,30415,39289,post
27366,30340,38270,post
27403,30349,38263,post
27524,30352,38107,post
27643,29658,38394,post
27618,29637,38387,post
27533,30366,38062,post
27535,30368,38064,post
27485,29441,39175,post
27161,29449,39205,post
27552,30396,38009,post
27551,30391,38002,post
35534,33380,37024,post
27156,29421,39232,post
27442,29436,39193,post
26777,30333,38482,post
27496,30142,38205,post
27488,30190,38175,post
27481,30164,38159,post
35304,33754,36911,post
27907,29697,38627,post
27954,29702,38621,post
27755,29696,38619,post
28171,29725,38582,post
