x,y,z,type,bodyId_post
23953,31755,37154,post,
23796,32372,36981,post,
23792,32379,36974,post,
23793,32379,36974,post,
23690,32182,37046,post,
23699,32152,37041,post,
23850,32100,37044,post,
23859,32122,37029,post,
24426,31880,35982,post,
24420,31885,35968,post,
25270,32275,36047,post,
25368,32266,36013,post,
25347,32150,35971,post,
25400,32099,35877,post,
25328,32084,35878,post,
23794,31796,38388,post,
23778,31790,38362,post,
23598,34440,44846,post,
23611,34454,44827,post,
23861,34018,45139,post,
23834,34027,45102,post,
23643,34699,44726,post,
23454,32180,41585,post,
23844,33317,41454,post,
23808,33315,41407,post,
23636,31865,39373,post,
23605,31876,39373,post,
23652,31909,39300,post,
23512,32133,40174,post,
23710,31701,39144,post,
23813,31672,40070,post,
23834,31712,39955,post,
25360,35063,44272,post,
25116,35044,44670,post,
25184,35059,44582,post,
25436,35108,44331,post,
23803,31728,40803,post,
23806,31743,40785,post,
24603,33349,40237,post,
24427,33213,40338,post,
24416,33202,40343,post,
24397,33124,40281,post,
23834,31817,40417,post,
23827,31818,40385,post,
24609,33350,40190,post,
24949,33338,40079,post,
25135,33460,39995,post,
24950,33823,40943,post,
24780,33807,40829,post,
24792,33835,40825,post,
23742,31961,40596,post,
23811,31840,40595,post,
23859,31938,38286,post,
23808,31867,40560,post,
23845,31848,40458,post,
23801,32028,39728,post,
23749,31874,39386,post,
23819,31894,39797,post,
23815,31862,39786,post,
23835,31872,39728,post,
23784,31853,39711,post,
23922,32309,37597,post,
23953,32299,37597,post,
25065,32604,36405,post,
24510,32221,36454,post,
23987,32116,37794,post,
23976,32099,37769,post,
24005,32126,37747,post,
23980,32119,37709,post,
24009,31974,37692,post,
23890,32193,38033,post,
23905,32213,37995,post,
23973,32092,37906,post,
24261,32446,37290,post,
24171,32332,37246,post,
24223,32308,37245,post,
24192,32334,37223,post,
24162,32333,37217,post,
24468,32418,36672,post,
23914,31756,37624,post,
23906,31749,37616,post,
24403,32480,36618,post,
25266,32443,36016,post,
24562,32335,36383,post,
25124,32616,36350,post,
25106,32617,36347,post,
23457,32173,41566,post,
23511,32495,40100,post,
23509,32571,40227,post,
23510,32603,40216,post,
23499,32532,40138,post,
23478,32571,39946,post,
23625,34449,44870,post,
23627,34440,44871,post,
23620,34481,44851,post,
24182,34004,44608,post,
24189,34001,44608,post,
24588,34005,44401,post,
24869,33665,44328,post,
24618,33905,44229,post,
24628,33899,44230,post,
24681,33860,44202,post,
24672,33875,44205,post,
23851,32640,43846,post,
23793,32625,43890,post,
24100,31637,40962,post,
24167,33300,41460,post,
24370,32574,41183,post,
24374,32565,41168,post,
24374,32563,41168,post,
24144,31619,41063,post,
24182,31676,41048,post,
24528,37169,47415,post,
23302,31195,42443,post,
23591,31516,39130,post,
23295,31101,42328,post,
24006,31957,37252,post,
23945,31882,37230,post,
24239,32275,37032,post,
24187,32254,37090,post,
25946,34793,41087,post,
23618,32127,41481,post,
23649,32084,41448,post,
23687,32007,41372,post,
23660,32015,41391,post,
25190,35176,45001,post,
25200,35186,44992,post,
23903,31980,37951,post,
23900,31987,37949,post,
23928,31904,37947,post,
23887,34660,45896,post,
23762,34656,45835,post,
23755,34648,45833,post,
23774,34725,45952,post,
23811,34662,45812,post,
23479,33021,40952,post,
23395,33025,40896,post,
23417,33002,40894,post,
23345,33012,40854,post,
23663,31461,42110,post,
23535,31628,42405,post,
23528,31676,42386,post,
23505,31639,42389,post,
23558,31637,42238,post,
23566,31677,42237,post,
23557,31695,42280,post,
23544,31667,42298,post,
23547,31639,42286,post,
23642,31487,42127,post,
23937,31872,40696,post,
23931,31822,40685,post,
23931,31833,40670,post,
23340,33032,40843,post,
23283,33034,40848,post,
23383,29786,43626,post,
23392,29759,43633,post,
25362,34049,41047,post,
25368,34045,41042,post,
25210,34062,40944,post,
25114,34053,40923,post,
23863,35211,44615,post,
24013,32105,39919,post,
24009,32086,39913,post,
26074,35107,45730,post,
26268,34995,45404,post,
23738,30537,40529,post,
23736,30537,40542,post,
23766,30388,40467,post,
23783,30393,40451,post,
24338,33401,44538,post,
24361,33299,44495,post,
24071,32393,44151,post,
23695,31185,41724,post,
23780,31144,41700,post,
23787,31123,41825,post,
23760,31153,41753,post,
23796,31125,41732,post,
23744,31167,41738,post,
24278,30947,40936,post,
24241,30983,40919,post,
23746,31235,42296,post,
23735,31275,42284,post,
23727,31252,42257,post,
24804,34206,40780,post,
24788,34268,40745,post,
24819,34187,40759,post,
23869,33313,41496,post,
25112,30770,39912,post,
24852,30820,40299,post,
24852,30820,40298,post,
25026,30601,39868,post,
24952,30584,39930,post,
24975,30584,39909,post,
23841,31607,37192,post,
23860,31655,37144,post,
23847,31658,36931,post,
23520,31680,40076,post,
23537,32189,40105,post,
23377,32102,40055,post,
23435,32157,40035,post,
23457,32131,40076,post,
23937,31728,39654,post,
23551,30287,43935,post,
23665,30030,40192,post,
24185,34020,44577,post,
24528,34076,44410,post,
24419,34069,44422,post,
24170,34044,44540,post,
24356,34045,44435,post,
24273,34005,44454,post,
24872,33668,44321,post,
24872,33678,44291,post,
24865,33691,44285,post,
23876,32748,43860,post,
23880,32747,43837,post,
23738,32600,43813,post,
24187,32348,41619,post,
24152,33149,43810,post,
24050,33130,43795,post,
24029,33144,43788,post,
24016,33068,43772,post,
23554,31631,42432,post,
23668,31663,42361,post,
23584,31641,42309,post,
24352,32554,41202,post,
24350,32527,41201,post,
24006,33733,41536,post,
24009,33701,41531,post,
24037,33677,41505,post,
24059,33625,41514,post,
24032,33567,41517,post,
24039,33529,41517,post,
24355,32592,41340,post,
24369,32577,41309,post,
24113,33446,41618,post,
24108,33463,41580,post,
23912,31495,39158,post,
25491,37359,46842,post,
25839,37503,46746,post,
26507,36043,45559,post,
26568,36350,46055,post,
26535,36047,45678,post,
25265,32320,36092,post,
25273,32295,36071,post,
25102,32483,36338,post,
25071,32477,36367,post,
25214,32495,36189,post,
25206,32190,36062,post,
25192,32588,36230,post,
23455,28997,44320,post,
23457,28993,44301,post,
23418,28993,44324,post,
23339,28898,44290,post,
24444,29480,43995,post,
24740,29439,43952,post,
24725,29443,43929,post,
23763,31601,41222,post,
23677,31406,41372,post,
23671,31380,41366,post,
23948,30213,40187,post,
23720,30106,40039,post,
23961,30238,40206,post,
24095,33302,41387,post,
23785,32978,43574,post,
23661,30044,43345,post,
23721,29894,43409,post,
23702,29917,43388,post,
23685,30065,43250,post,
25172,33507,39972,post,
25154,33468,39977,post,
24782,33188,40078,post,
24807,32444,36668,post,
23932,31701,38701,post,
23750,31488,44198,post,
24474,30651,40462,post,
25738,35114,46023,post,
25954,35106,45751,post,
26115,34969,45422,post,
26121,34969,45417,post,
26056,35043,45666,post,
26047,35056,45684,post,
14123,20995,46493,post,
14109,20970,46456,post,
13779,20544,45718,post,
13737,20474,45751,post,
13689,20457,45739,post,
13733,20394,45764,post,
13683,20408,45755,post,
13739,20354,45730,post,
13755,20391,45722,post,
13693,20322,45658,post,
13737,20340,45673,post,
26287,35814,44292,post,
26209,36207,44752,post,
24481,33241,44471,post,
26167,35485,43798,post,
24372,33981,44262,post,
26275,35880,44396,post,
23997,32668,44108,post,
24015,32582,44048,post,
24114,34604,44045,post,
24084,32880,44033,post,
24075,32826,43979,post,
23753,31828,41785,post,
24119,33428,41404,post,
24080,33388,41380,post,
24247,32484,41303,post,
24423,33500,41784,post,
24578,31858,36202,post,
23825,31504,37070,post,
23811,31528,37057,post,
23784,31657,36972,post,
24864,32537,36657,post,
26421,36467,46044,post,
25765,35225,44958,post,
23695,31563,39866,post,
24137,31691,39529,post,
24134,31691,39525,post,
24032,32503,41556,post,
24037,32499,41498,post,
24742,32348,41215,post,
24719,32350,41208,post,
24657,32380,41201,post,
24310,32544,41355,post,
24336,32576,41352,post,
24317,32546,41351,post,
24305,32552,41356,post,
24348,33292,40983,post,
24798,34173,40749,post,
24799,34150,40760,post,
24712,33618,35351,post,
24469,32358,36471,post,
24851,32510,35780,post,
23769,33286,41726,post,
23756,33317,41846,post,
22069,24843,45409,post,
22061,24827,45407,post,
22055,24828,45406,post,
23712,30840,42255,post,
23671,30738,42513,post,
23925,31740,40914,post,
23593,31146,41971,post,
23954,31790,40870,post,
23951,31789,40870,post,
23927,31757,40884,post,
23725,30505,40541,post,
23759,30466,40507,post,
23608,31168,42044,post,
23609,31138,42014,post,
23607,31116,42014,post,
23746,31483,41928,post,
23687,30881,42238,post,
24149,30403,40223,post,
23704,31571,39852,post,
23813,31864,40011,post,
24516,30227,39860,post,
24272,33478,44544,post,
24318,33899,42193,post,
24365,33865,42178,post,
24338,33895,42174,post,
24320,33904,42182,post,
23592,30604,44088,post,
23579,30404,43971,post,
23586,30395,43944,post,
23363,34418,45409,post,
23393,34433,45409,post,
24750,36246,47468,post,
24766,36219,47402,post,
24769,36095,46994,post,
24708,35909,47111,post,
24664,36522,46842,post,
24470,36121,46938,post,
24616,36161,46899,post,
24594,36174,46875,post,
24762,36170,47285,post,
25681,35191,46098,post,
25588,35108,46085,post,
25941,35487,45411,post,
25933,35448,45335,post,
26018,35031,45206,post,
26007,34929,45072,post,
26116,35084,45634,post,
26110,35093,45629,post,
25723,35304,44964,post,
25535,35168,44899,post,
25476,35132,44865,post,
25974,34894,45054,post,
26069,35190,45087,post,
26499,30127,43442,post,
28708,30900,42638,post,
23705,30106,40001,post,
23709,30108,39997,post,
25642,30758,39480,post,
26608,29894,38241,post,
25149,30443,39578,post,
25159,30419,39566,post,
25494,30471,39329,post,
25000,30412,39738,post,
25112,30502,39665,post,
26113,30453,39059,post,
25640,30654,39430,post,
25496,30449,39311,post,
26144,30501,39132,post,
26607,30137,38295,post,
26602,30091,38251,post,
24759,29433,43946,post,
23795,29272,43872,post,
22776,30209,43475,post,
25790,35513,44325,post,
23920,31719,40724,post,
23911,31727,40719,post,
23882,31650,40667,post,
24132,31996,41035,post,
23664,32079,41449,post,
23767,31996,41462,post,
23774,31962,41440,post,
24103,32092,39749,post,
24098,32090,39729,post,
24670,32027,36418,post,
24841,32513,35966,post,
24880,32586,35790,post,
25008,32662,35698,post,
24873,32487,35772,post,
24008,34297,44201,post,
24092,32880,44030,post,
24067,33856,41495,post,
24660,32539,41350,post,
24621,32561,41348,post,
26471,36117,45416,post,
26067,35588,44173,post,
25994,35937,45326,post,
26024,35571,44127,post,
24223,34689,44865,post,
24546,34727,44855,post,
24179,34711,44832,post,
23958,34580,45403,post,
24501,33389,40991,post,
24737,34545,40651,post,
24533,33275,40392,post,
24559,33250,40425,post,
24052,32580,41158,post,
26151,35326,40711,post,
24752,34590,40615,post,
24520,33123,39760,post,
24645,32380,41230,post,
23804,31993,40274,post,
23397,32526,39499,post,
23792,31924,39400,post,
25978,35044,40862,post,
23551,32219,40044,post,
24024,32052,37333,post,
24010,32027,37291,post,
23913,32081,37184,post,
24630,32137,36207,post,
24549,31984,36355,post,
24554,31981,36292,post,
23873,31850,38063,post,
24595,32799,35998,post,
24567,32794,36038,post,
25297,32426,36065,post,
25695,32455,36449,post,
25194,32185,36059,post,
24500,32037,36035,post,
24477,32002,35999,post,
24481,32026,35995,post,
23869,32649,43362,post,
23507,31627,40040,post,
23806,31767,40110,post,
25132,34148,40985,post,
24237,33149,41036,post,
24246,33164,41009,post,
24192,33631,41259,post,
25532,34608,41143,post,
25576,34573,41043,post,
25698,34667,40993,post,
25990,34858,40912,post,
25893,34859,40895,post,
24257,33079,40920,post,
24208,33117,40905,post,
24291,33036,40900,post,
24284,33049,40885,post,
24151,33169,43792,post,
24076,33141,43736,post,
24059,33061,43766,post,
24164,34050,44532,post,
24154,34118,44463,post,
24256,34063,44452,post,
24168,34046,44532,post,
24278,34037,44452,post,
24277,34035,44450,post,
24879,33605,44376,post,
24834,33610,44367,post,
24850,33673,44314,post,
24856,33652,44327,post,
24804,33692,44270,post,
24724,33724,44230,post,
23905,34396,44682,post,
23940,34442,44639,post,
23934,34435,44660,post,
23888,32668,43972,post,
23903,32614,43995,post,
23916,32605,43966,post,
23961,32748,43906,post,
23881,32751,43907,post,
23901,32674,43949,post,
24011,32788,43922,post,
24002,32781,43911,post,
23944,32803,43858,post,
23899,32763,43871,post,
24024,33001,43784,post,
24021,32975,43779,post,
24154,33143,43805,post,
24049,33034,43777,post,
24035,33039,43792,post,
23900,31730,40954,post,
23928,31746,40937,post,
24323,32525,41211,post,
24145,32106,41111,post,
24136,32093,41098,post,
24125,32129,41118,post,
24112,32103,41108,post,
24133,32030,41055,post,
23882,31719,40973,post,
24129,33552,41741,post,
24342,32578,41339,post,
24363,32542,41290,post,
24293,32552,41338,post,
24120,33466,41658,post,
25492,32118,35877,post,
23986,31698,39973,post,
23697,35229,44554,post,
23624,35269,44576,post,
23618,35258,44567,post,
24112,33506,44753,post,
24344,34019,44410,post,
24274,34020,44450,post,
24192,34026,44425,post,
24161,34031,44408,post,
25306,29716,43743,post,
24133,32354,41562,post,
23655,31911,43959,post,
24147,30257,40682,post,
24212,29820,40562,post,
24201,29800,40519,post,
24295,32514,41249,post,
24305,32517,41232,post,
25053,37929,47744,post,
25914,38032,47060,post,
25586,37712,47244,post,
24625,35976,47055,post,
24661,35954,47068,post,
24046,36001,46851,post,
24688,35916,47112,post,
26722,37825,46810,post,
26764,37828,46685,post,
26187,35952,45603,post,
25862,35292,45177,post,
25812,35227,45141,post,
23450,29896,44483,post,
24593,29463,43912,post,
24993,29582,43867,post,
24979,29515,43804,post,
24911,29467,43800,post,
23730,30321,42920,post,
23723,30341,42894,post,
23600,30147,44306,post,
23589,30127,44290,post,
23593,30175,44278,post,
23677,32599,44056,post,
25460,37197,46814,post,
25460,37199,46812,post,
24280,29956,40755,post,
23580,29239,44168,post,
23578,29218,44159,post,
23118,28520,43982,post,
22792,28736,44053,post,
23248,28432,44069,post,
24505,36186,46812,post,
24204,36388,48154,post,
24182,36383,48076,post,
25063,36096,46915,post,
23860,32733,43633,post,
24460,33252,44479,post,
24040,34364,44174,post,
23989,34305,44158,post,
24025,34406,44065,post,
24346,33362,44466,post,
24386,33315,44480,post,
24046,34278,44147,post,
23765,32977,41886,post,
23751,33394,42002,post,
24067,32492,44100,post,
24126,33453,41280,post,
24547,33058,39622,post,
24007,33616,41509,post,
24018,33594,41505,post,
24596,33194,39729,post,
23950,33453,41532,post,
23406,32441,39782,post,
23395,32439,39780,post,
23328,32422,39730,post,
24218,33177,40929,post,
24168,33177,40895,post,
24397,33037,40180,post,
24397,33030,40193,post,
25232,32733,36317,post,
25176,32618,36280,post,
24580,32623,36073,post,
24742,33231,35602,post,
24714,33208,35639,post,
24713,32768,35974,post,
25297,32525,36388,post,
25253,32512,36389,post,
25537,32593,36306,post,
24889,33262,35576,post,
25474,32555,36240,post,
25541,32564,36216,post,
24759,33802,35324,post,
24715,33755,35261,post,
24252,35512,45766,post,
23772,34190,44781,post,
23725,30457,43491,post,
23718,30388,43478,post,
23741,30457,43456,post,
23744,30470,43487,post,
24716,36138,47643,post,
25338,37550,47284,post,
24155,36360,48248,post,
25014,36032,46923,post,
25069,36030,46902,post,
25108,35959,46905,post,
25090,35927,46893,post,
24504,36909,47864,post,
24892,36125,46994,post,
26012,34943,45423,post,
26017,35016,45346,post,
25940,34969,45321,post,
24150,33759,42076,post,
23988,32676,44151,post,
23751,30827,43106,post,
24624,33200,40400,post,
